 -6.55555600e-02 1.02400000e+01 0.00000000e+00
 -1.44444400e-02 1.02400000e+02 0.00000000e+00
 -1.44444400e-02 1.04960000e+02 0.00000000e+00
 -1.44444400e-02 1.07520000e+02 0.00000000e+00
 -1.44444400e-02 1.10080000e+02 0.00000000e+00
 -1.44444400e-02 1.12640000e+02 0.00000000e+00
 -1.44444400e-02 1.15200000e+02 0.00000000e+00
 -1.55555500e-02 1.17760000e+02 0.00000000e+00
 -5.88888900e-02 1.28000000e+01 0.00000000e+00
 -1.55555500e-02 1.20320000e+02 0.00000000e+00
 -1.55555500e-02 1.22880000e+02 0.00000000e+00
 -1.55555500e-02 1.25440000e+02 0.00000000e+00
 -1.55555500e-02 1.28000000e+02 0.00000000e+00
 -5.77777800e-02 1.53600000e+01 0.00000000e+00
 -5.00000000e-02 1.79200000e+01 0.00000000e+00
 -9.88888900e-02 2.56000000e+00 0.00000000e+00
 -4.88888900e-02 2.04800000e+01 0.00000000e+00
 -4.77777800e-02 2.30400000e+01 0.00000000e+00
 -3.55555600e-02 2.56000000e+01 0.00000000e+00
 -3.33333300e-02 2.81600000e+01 0.00000000e+00
 -3.33333300e-02 3.07200000e+01 0.00000000e+00
 -3.33333300e-02 3.32800000e+01 0.00000000e+00
 -3.55555600e-02 3.58400000e+01 0.00000000e+00
 -3.44444400e-02 3.84000000e+01 0.00000000e+00
 -3.22222200e-02 4.09600000e+01 0.00000000e+00
 -3.22222200e-02 4.35200000e+01 0.00000000e+00
 -3.00000000e-02 4.60800000e+01 0.00000000e+00
 -2.88888900e-02 4.86400000e+01 0.00000000e+00
 -8.55555500e-02 5.12000000e+00 0.00000000e+00
 -2.77777800e-02 5.12000000e+01 0.00000000e+00
 -2.66666600e-02 5.37600000e+01 0.00000000e+00
 -2.77777800e-02 5.63200000e+01 0.00000000e+00
 -2.66666600e-02 5.88800000e+01 0.00000000e+00
 -2.11111100e-02 6.14400000e+01 0.00000000e+00
 -2.55555600e-02 6.40000000e+01 0.00000000e+00
 -2.00000000e-02 6.65600000e+01 0.00000000e+00
 -2.11111100e-02 6.91200000e+01 0.00000000e+00
 -6.55555600e-02 7.68000000e+00 0.00000000e+00
 -2.22222200e-02 7.16800000e+01 0.00000000e+00
 -1.88888900e-02 7.42400000e+01 0.00000000e+00
 -1.77777800e-02 7.68000000e+01 0.00000000e+00
 -2.00000000e-02 7.93600000e+01 0.00000000e+00
 -1.77777800e-02 8.19200000e+01 0.00000000e+00
 -1.77777800e-02 8.44800000e+01 0.00000000e+00
 -1.66666700e-02 8.70400000e+01 0.00000000e+00
 -1.44444400e-02 8.96000000e+01 0.00000000e+00
 -1.55555500e-02 9.21600000e+01 0.00000000e+00
 -1.44444400e-02 9.47200000e+01 0.00000000e+00
 -1.44444400e-02 9.72800000e+01 0.00000000e+00
 -1.55555500e-02 9.98400000e+01 0.00000000e+00

